strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
France/50001AR/2020	ncov	?	MT470144	2020-03-01	Europe	France	France		Europe	France	France	genome	29903	Homo sapiens	?	?	?	?	De Prost et al	https://www.ncbi.nlm.nih.gov/nuccore/MT470144	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/France/50001AR/2020, complete genome	2020-05-14
Germany/BavPat1-ChVir929/2020	ncov	?	MT270101	2020-01-28	Europe	Germany	Bavaria		Europe	Germany	Bavaria	genome	29782	Homo sapiens	?	?	?	?	Boehmer et al	https://www.ncbi.nlm.nih.gov/nuccore/MT270101	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat1-ChVir929/2020, complete genome	2020-05-19
Germany/BavPat3-ChVir1020/2020	ncov	?	MT270103	2020-01-28	Europe	Germany	Bavaria		Europe	Germany	Bavaria	genome	29837	Homo sapiens	?	?	?	?	Boehmer et al	https://www.ncbi.nlm.nih.gov/nuccore/MT270103	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat3-ChVir1020/2020, complete genome	2020-05-19
Greece/139_32716/2020	ncov	?	MT459855	2020-03-12	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459855	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/139_32716/2020, complete genome	2020-05-13
Greece/209_33926/2020	ncov	?	MT459877	2020-03-14	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459877	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/209_33926/2020, complete genome	2020-05-13
Greece/222_33921/2020	ncov	?	MT459890	2020-03-14	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459890	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/222_33921/2020, complete genome	2020-05-13
Greece/226_35576/2020	ncov	?	MT459894	2020-03-19	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459894	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/226_35576/2020, complete genome	2020-05-13
Greece/227_35969/2020	ncov	?	MT459895	2020-03-22	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459895	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/227_35969/2020, complete genome	2020-05-13
Greece/246_32206/2020	ncov	?	MT459917	2020-03-10	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459917	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/246_32206/2020, complete genome	2020-05-13
Greece/248_32261/2020	ncov	?	MT459908	2020-03-10	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459908	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/248_32261/2020, complete genome	2020-05-13
Greece/259_31928/2020	ncov	?	MT459914	2020-03-09	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459914	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/259_31928/2020, complete genome	2020-05-13
Greece/37_35684/2020	ncov	?	MT459839	2020-03-20	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459839	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/37_35684/2020, complete genome	2020-05-13
Greece/41_36861/2020	ncov	?	MT459904	2020-03-28	Europe	Greece	Athens		Europe	Greece	Athens	genome	29818	Homo sapiens	?	?	?	?	Kassela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459904	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/41_36861/2020, complete genome	2020-05-13
Guam/GU-NHG-01/2020	ncov	?	MT459985	2020-03-26	Oceania	Guam	Guam		Oceania	Guam	Guam	genome	29903	Homo sapiens	?	?	?	?	Voegtly et al	https://www.ncbi.nlm.nih.gov/nuccore/MT459985	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GUM/GU-NHG-01/2020, complete genome	2020-05-13
Hangzhou/HZ-1/2020	ncov	?	MT039873	2020-01-20	Asia	China	Hangzhou		Asia	China	Hangzhou	genome	29833	Homo sapiens	?	?	?	?	Yu et al	https://www.ncbi.nlm.nih.gov/nuccore/MT039873	Severe acute respiratory syndrome coronavirus 2 isolate HZ-1, complete genome	2020-02-11
India/GBRC14/2020	ncov	?	MT451878	2020-04-27	Asia	India	Surat		Asia	India	Surat	genome	29801	Homo sapiens	?	?	?	?	Kumar et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451878	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC14/2020, complete genome	2020-05-11
India/GBRC20/2020	ncov	?	MT451885	2020-04-26	Asia	India	Ahmedabad		Asia	India	Ahmedabad	genome	29801	Homo sapiens	?	?	?	?	Barve et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451885	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC20/2020, complete genome	2020-05-11
India/GBRC21/2020	ncov	?	MT451886	2020-04-26	Asia	India	Ahmedabad		Asia	India	Ahmedabad	genome	29801	Homo sapiens	?	?	?	?	Modi et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451886	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC21/2020, complete genome	2020-05-11
India/GBRC26/2020	ncov	?	MT467239	2020-04-26	Asia	India	Ahmedabad		Asia	India	Ahmedabad	genome	29800	Homo sapiens	?	?	?	?	Bagatharia et al	https://www.ncbi.nlm.nih.gov/nuccore/MT467239	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC26/2020, complete genome	2020-05-14
India/GBRC29/2020	ncov	?	MT467244	2020-04-30	Asia	India	Ahmedabad		Asia	India	Ahmedabad	genome	29800	Homo sapiens	?	?	?	?	Shah et al	https://www.ncbi.nlm.nih.gov/nuccore/MT467244	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC29/2020, complete genome	2020-05-14
India/GBRC51/2020	ncov	?	MT467259	2020-05-02	Asia	India	Prantij		Asia	India	Prantij	genome	29800	Homo sapiens	?	?	?	?	Shrimali et al	https://www.ncbi.nlm.nih.gov/nuccore/MT467259	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC51/2020, complete genome	2020-05-14
India/GBRC56a/2020	ncov	?	MT496976	2020-05-03	Asia	India	Ahmedabad		Asia	India	Ahmedabad	genome	29800	Homo sapiens	?	?	?	?	Upadhyay et al	https://www.ncbi.nlm.nih.gov/nuccore/MT496976	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC56a/2020, complete genome	2020-05-20
India/GBRC72b/2020	ncov	?	MT496994	2020-04-29	Asia	India	Gandhinagar		Asia	India	Gandhinagar	genome	29800	Homo sapiens	?	?	?	?	Vaghela et al	https://www.ncbi.nlm.nih.gov/nuccore/MT496994	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC72b/2020, complete genome	2020-05-20
India/GBRC8/2020	ncov	?	MT435085	2020-04-22	Asia	India	Gandhinagar		Asia	India	Gandhinagar	genome	29800	Homo sapiens	?	?	?	?	Shah et al	https://www.ncbi.nlm.nih.gov/nuccore/MT435085	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC8/2020, complete genome	2020-05-06
India/GBRC85/2020	ncov	?	MT481898	2020-05-05	Asia	India	Himatnagar		Asia	India	Himatnagar	genome	29800	Homo sapiens	?	?	?	?	Gandhi et al	https://www.ncbi.nlm.nih.gov/nuccore/MT481898	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC85/2020, complete genome	2020-05-20
India/GBRC88a/2020	ncov	?	MT481902	2020-05-03	Asia	India	Dahegam		Asia	India	Dahegam	genome	29800	Homo sapiens	?	?	?	?	Kanani et al	https://www.ncbi.nlm.nih.gov/nuccore/MT481902	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC88a/2020, complete genome	2020-05-20
India/GBRC9/2020	ncov	?	MT435086	2020-04-21	Asia	India	Mansa		Asia	India	Mansa	genome	29800	Homo sapiens	?	?	?	?	Pandya et al	https://www.ncbi.nlm.nih.gov/nuccore/MT435086	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC9/2020, complete genome	2020-05-06
India/GBRC96/2020	ncov	?	MT509496	2020-05-09	Asia	India	Botad		Asia	India	Botad	genome	29800	Homo sapiens	?	?	?	?	Patel et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509496	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC96/2020, complete genome	2020-05-23
India/GBRC97a/2020	ncov	?	MT509507	2020-05-10	Asia	India	Una		Asia	India	Una	genome	29800	Homo sapiens	?	?	?	?	Modi et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509507	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC97a/2020, complete genome	2020-05-23
India/GBRC97b/2020	ncov	?	MT509510	2020-05-10	Asia	India	Una		Asia	India	Una	genome	29800	Homo sapiens	?	?	?	?	Antala et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509510	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC97b/2020, complete genome	2020-05-23
India/GMC-KP1125/2020	ncov	?	MT457402	2020-03-24	Asia	India	Hyderabad		Asia	India	Hyderabad	genome	29892	Homo sapiens	?	?	?	?	Putty et al	https://www.ncbi.nlm.nih.gov/nuccore/MT457402	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMC-KP1125/2020, complete genome	2020-05-12
India/GMCKN318/2020	ncov	?	MT415321	2020-03-11	Asia	India	India		Asia	India	India	genome	29903	Homo sapiens	?	?	?	?	Kammili et al	https://www.ncbi.nlm.nih.gov/nuccore/MT415321	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMCKN318/2020, complete genome	2020-04-30
India/GMCTC469/2020	ncov	?	MT415323	2020-03-20	Asia	India	India		Asia	India	India	genome	29891	Homo sapiens	?	?	?	?	Bingi et al	https://www.ncbi.nlm.nih.gov/nuccore/MT415323	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GMCTC469/2020, complete genome	2020-04-30
India/nimh-2873/2020	ncov	?	MT434757	2020-04-21	Asia	India	India		Asia	India	India	genome	29817	Homo sapiens	?	?	?	?	Pattabiraman et al	https://www.ncbi.nlm.nih.gov/nuccore/MT434757	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-2873/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-06
India/nimh-3952/2020	ncov	?	MT434758	2020-04-23	Asia	India	India		Asia	India	India	genome	29811	Homo sapiens	?	?	?	?	Pattabiraman et al	https://www.ncbi.nlm.nih.gov/nuccore/MT434758	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/nimh-3952/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-06
Iran/HGRC-1.1-IPI-8206/2020	ncov	?	MT320891	2020-03-09	Asia	Iran	Iran		Asia	Iran	Iran	genome	29822	Homo sapiens	?	?	?	?	Zeinali et al	https://www.ncbi.nlm.nih.gov/nuccore/MT320891	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome	2020-04-10
Jamaica/JM-CDC-7286/2020	ncov	?	MT507276	2020-03-17	North America	Jamaica	Jamaica		North America	Jamaica	Jamaica	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507276	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/JAM/JM-CDC-7286/2020, complete genome	2020-05-22
Japan/P4-6/2020	ncov	?	LC547528	2020-03-20	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29792	Homo sapiens	?	?	?	?	Sekizuka et al	https://www.ncbi.nlm.nih.gov/nuccore/LC547528	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-6/2020 RNA, complete genome	2020-05-16
Malaysia/189332/2020	ncov	?	MT372481	2020-03-20	Asia	Malaysia	Malaysia		Asia	Malaysia	Malaysia	genome	29898	Homo sapiens	?	?	?	?	Chan et al	https://www.ncbi.nlm.nih.gov/nuccore/MT372481	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/189332/2020, complete genome	2020-04-23
SouthKorea/SNU01/2020	ncov	?	MT039890	2020-01-01	Asia	South Korea	South Korea		Asia	South Korea	South Korea	genome	29903	Homo sapiens	?	?	?	?	Park et al	https://www.ncbi.nlm.nih.gov/nuccore/MT039890	Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome	2020-02-11
Spain/Valencia002/2020	ncov	?	MT198651	2020-03-04	Europe	Spain	Valencia		Europe	Spain	Valencia	genome	29611	Homo sapiens	?	?	?	?	Bracho et al	https://www.ncbi.nlm.nih.gov/nuccore/MT198651	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia002/2020, partial genome	2020-03-17
Spain/Valencia003/2020	ncov	?	MT198652	2020-03-05	Europe	Spain	Valencia		Europe	Spain	Valencia	genome	29782	Homo sapiens	?	?	?	?	Bracho et al	https://www.ncbi.nlm.nih.gov/nuccore/MT198652	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia003/2020, complete genome	2020-03-17
Spain/Valencia22/2020	ncov	?	MT292579	2020-03-09	Europe	Spain	Spain		Europe	Spain	Spain	genome	29782	Homo sapiens	?	?	?	?	Bracho et al	https://www.ncbi.nlm.nih.gov/nuccore/MT292579	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia22/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-06
Spain/Valencia8/2020	ncov	?	MT233523	2020-03-04	Europe	Spain	Valencia		Europe	Spain	Valencia	genome	29782	Homo sapiens	?	?	?	?	Bracho et al	https://www.ncbi.nlm.nih.gov/nuccore/MT233523	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia8/2020, complete genome	2020-03-24
SriLanka/COV38/2020	ncov	?	MT371047	2020-03-16	Asia	Sri Lanka	Sri Lanka		Asia	Sri Lanka	Sri Lanka	genome	29903	Homo sapiens	?	?	?	?	Jeewandara et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371047	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV38/2020, complete genome	2020-04-23
Taiwan/CGMH-CGU-07/2020	ncov	?	MT374103	2020-03-09	Asia	Taiwan	Taiwan		Asia	Taiwan	Taiwan	genome	29886	Homo sapiens	?	?	?	?	Gong et al	https://www.ncbi.nlm.nih.gov/nuccore/MT374103	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-07/2020, complete genome	2020-04-24
Thailand/SI200615-NT/2020	ncov	?	MT447160	2020-01-29	Asia	Thailand	Thailand		Asia	Thailand	Thailand	genome	29707	Homo sapiens	?	?	?	?	Rodpan et al	https://www.ncbi.nlm.nih.gov/nuccore/MT447160	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200615-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand/SI204487-NT/2020	ncov	?	MT447167	2020-03-11	Asia	Thailand	Thailand		Asia	Thailand	Thailand	genome	29710	Homo sapiens	?	?	?	?	Rodpan et al	https://www.ncbi.nlm.nih.gov/nuccore/MT447167	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204487-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand/SI204512-NT/2020	ncov	?	MT447168	2020-03-12	Asia	Thailand	Thailand		Asia	Thailand	Thailand	genome	29695	Homo sapiens	?	?	?	?	Rodpan et al	https://www.ncbi.nlm.nih.gov/nuccore/MT447168	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204512-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand/SI204514-NT/2020	ncov	?	MT447169	2020-03-12	Asia	Thailand	Thailand		Asia	Thailand	Thailand	genome	29798	Homo sapiens	?	?	?	?	Rodpan et al	https://www.ncbi.nlm.nih.gov/nuccore/MT447169	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204514-NT/2020, complete genome	2020-05-08
USA/AK153/2020	ncov	?	MT477857	2020-04-07	North America	USA	Alaska		North America	USA	Alaska	genome	29861	Homo sapiens	?	?	?	?	DeRonde et al	https://www.ncbi.nlm.nih.gov/nuccore/MT477857	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK153/2020, complete genome	2020-05-18
USA/AK178/2020	ncov	?	MT477858	2020-04-08	North America	USA	Alaska		North America	USA	Alaska	genome	29854	Homo sapiens	?	?	?	?	DeRonde et al	https://www.ncbi.nlm.nih.gov/nuccore/MT477858	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK178/2020, complete genome	2020-05-18
USA/AZ-ASU2923/2020	ncov	?	MT339040	2020-03-16	North America	USA	Arizona	Maricopa County	North America	USA	Arizona	genome	29807	Homo sapiens	?	?	?	?	Holland et al	https://www.ncbi.nlm.nih.gov/nuccore/MT339040	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ-ASU2923/2020, complete genome	2020-04-15
USA/CA-CDPH-UC11/2020	ncov	?	MT419839	2020-03-05	North America	USA	California		North America	USA	California	genome	29851	Homo sapiens	?	?	?	?	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/MT419839	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC11/2020, complete genome	2020-05-01
USA/CA-CDPH-UC28/2020	ncov	?	MT419853	2020-03-14	North America	USA	California		North America	USA	California	genome	29846	Homo sapiens	?	?	?	?	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/MT419853	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC28/2020, complete genome	2020-05-01
USA/CA-CDPH-UC8/2020	ncov	?	MT419836	2020-03-05	North America	USA	California		North America	USA	California	genome	29648	Homo sapiens	?	?	?	?	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/MT419836	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC8/2020, complete genome	2020-05-01
USA/CA-CZB-1022/2020	ncov	?	MT438740	2020-04-22	North America	USA	California		North America	USA	California	genome	29862	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT438740	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1022/2020, complete genome	2020-05-07
USA/CA-CZB-1025/2020	ncov	?	MT438743	2020-04-22	North America	USA	California		North America	USA	California	genome	29874	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT438743	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1025/2020, complete genome	2020-05-07
USA/CA-CZB-1033/2020	ncov	?	MT438751	2020-04-22	North America	USA	California		North America	USA	California	genome	29900	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT438751	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1033/2020, complete genome	2020-05-07
USA/CA-CZB-1045/2020	ncov	?	MT449638	2020-04-04	North America	USA	California		North America	USA	California	genome	29894	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT449638	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1045/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-11
USA/CA-CZB-1046/2020	ncov	?	MT449639	2020-04-04	North America	USA	California		North America	USA	California	genome	29903	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT449639	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1046/2020, complete genome	2020-05-11
USA/CA-CZB-1052/2020	ncov	?	MT449645	2020-04-06	North America	USA	California		North America	USA	California	genome	29858	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT449645	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1052/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-11
USA/CA-CZB-1071/2020	ncov	?	MT449662	2020-04-23	North America	USA	California		North America	USA	California	genome	29862	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT449662	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1071/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-11
USA/CA-CZB-1085/2020	ncov	?	MT449676	2020-04-08	North America	USA	California		North America	USA	California	genome	29870	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT449676	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1085/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-11
USA/CA-CZB-1092/2020	ncov	?	MT460092	2020-05-01	North America	USA	California		North America	USA	California	genome	29857	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT460092	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1092/2020, complete genome	2020-05-13
USA/CA-CZB-1097/2020	ncov	?	MT460117	2020-04-26	North America	USA	California		North America	USA	California	genome	29863	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT460117	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1097/2020, complete genome	2020-05-13
USA/CA-CZB-1111/2020	ncov	?	MT460131	2020-04-30	North America	USA	California		North America	USA	California	genome	29858	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT460131	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1111/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-13
